participantId,metadata_participant_id,question_id,question_topic,question_split,candidate_metadata_provenance,candidate_metadata_generative_model_template_name,is_model_mediator,is_human_mediator,is_no_mediator,template_with_critiques,agree_pre,agree_post,belief_change,abs_belief_change,wc_initial,wc_all,view_change,view_movement,own_influence,unwanted_pressure,best_expression
089cdf877e__S173967888,089cdf877e,S173967888,99,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,39,39,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
089cdf877e__S173968674,089cdf877e,S173968674,36,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,3.0,0.0,0.0,62,62,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
089cdf877e__S173969654,089cdf877e,S173969654,72,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,37,37,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
089e6c0673__S173960276,089e6c0673,S173960276,21,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,7.0,2.0,2.0,85,85,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
089e6c0673__S173963284,089e6c0673,S173963284,36,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,84,84,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
089e6c0673__S173969048,089e6c0673,S173969048,48,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,77,77,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
08accf9496__S173961895,08accf9496,S173961895,54,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,67,67,NO,NO_CHANGE,YES,NO,OWN_OPINION
08accf9496__S173965767,08accf9496,S173965767,44,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,53,53,NO,NO_CHANGE,NO,NO,OWN_OPINION
08accf9496__S173966616,08accf9496,S173966616,76,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,101,101,NO,NO_CHANGE,YES,NO,OWN_OPINION
08b75e127b__S173962726,08b75e127b,S173962726,3,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,5.0,-1.0,1.0,70,70,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
08b75e127b__S173963893,08b75e127b,S173963893,77,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,55,55,NO,NO_CHANGE,YES,NO,OWN_OPINION
08b75e127b__S173967885,08b75e127b,S173967885,22,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,51,51,NO,NO_CHANGE,NO,NO,OWN_OPINION
08d1c4da9a__S173965193,08d1c4da9a,S173965193,26,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,2.0,1.0,-1.0,1.0,78,78,NO,NO_CHANGE,YES,NO,OWN_OPINION
08d1c4da9a__S173966604,08d1c4da9a,S173966604,76,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,1.0,6.0,5.0,5.0,108,108,YES,CLOSER_TO_CONSENSUS,NO,NO,OWN_OPINION
08d1c4da9a__S173970903,08d1c4da9a,S173970903,18,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,7.0,7.0,0.0,0.0,43,43,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
08d45b8a01__S173960239,08d45b8a01,S173960239,74,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,97,97,NO,NO_CHANGE,NO,NO,OWN_OPINION
08d45b8a01__S173965390,08d45b8a01,S173965390,97,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,3.0,-2.0,2.0,44,44,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
08d45b8a01__S173970711,08d45b8a01,S173970711,83,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,2.0,-2.0,2.0,54,54,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
08d6d2eb7a__S173966149,08d6d2eb7a,S173966149,72,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,2.0,-2.0,2.0,28,28,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
08d6d2eb7a__S173969318,08d6d2eb7a,S173969318,51,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,77,77,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
08d6d2eb7a__S173970052,08d6d2eb7a,S173970052,86,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,3.0,-2.0,2.0,51,51,YES,SOME_OTHER_WAY,NO,NO,FINAL_CONSENSUS
08dad349d0__S173961242,08dad349d0,S173961242,97,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,61,61,NO,NO_CHANGE,YES,NO,OWN_OPINION
08dad349d0__S173961753,08dad349d0,S173961753,37,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,94,94,NO,NO_CHANGE,NO,NO,OWN_OPINION
08dad349d0__S173969091,08dad349d0,S173969091,40,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,4.0,1.0,1.0,65,65,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
08e929d658__S173960558,08e929d658,S173960558,21,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,63,63,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
08e929d658__S173968790,08e929d658,S173968790,50,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_NO_CRITIQUES,1,0,0,0,6.0,6.0,0.0,0.0,49,49,NO,NO_CHANGE,NO,NO,OWN_OPINION
08e929d658__S173970367,08e929d658,S173970367,61,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,59,59,NO,CLOSER_TO_CONSENSUS,NO,NO,OWN_OPINION
08e975263a__S173961991,08e975263a,S173961991,41,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,60,60,NO,NO_CHANGE,YES,NO,OWN_OPINION
08e975263a__S173963460,08e975263a,S173963460,68,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,51,51,NO,NO_CHANGE,NO,NO,OWN_OPINION
08e975263a__S173963692,08e975263a,S173963692,58,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,55,55,NO,NO_CHANGE,NO,NO,OWN_OPINION
08ebd99450__S173962510,08ebd99450,S173962510,81,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,83,83,NO,NO_CHANGE,NO,NO,OWN_OPINION
08ebd99450__S173968677,08ebd99450,S173968677,71,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,4.0,-1.0,1.0,92,92,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
08ebd99450__S173969483,08ebd99450,S173969483,17,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,96,96,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
08f21db9e7__S173963190,08f21db9e7,S173963190,46,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,5.0,-1.0,1.0,58,58,NO,NO_CHANGE,NO,NO,OWN_OPINION
08f21db9e7__S173968027,08f21db9e7,S173968027,68,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,61,61,NO,NO_CHANGE,NO,NO,OWN_OPINION
08f21db9e7__S173970527,08f21db9e7,S173970527,71,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,61,61,NO,NO_CHANGE,NO,NO,OWN_OPINION
08f3de2478__S173962634,08f3de2478,S173962634,14,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,156,156,NO,NO_CHANGE,NO,NO,OWN_OPINION
08f3de2478__S173964546,08f3de2478,S173964546,45,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,1.0,-1.0,1.0,121,121,NO,NO_CHANGE,YES,NO,OWN_OPINION
08f3de2478__S173966976,08f3de2478,S173966976,10,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,96,96,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
08faff8b73__S173966761,08faff8b73,S173966761,73,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,2.0,-2.0,2.0,45,45,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
08faff8b73__S173967153,08faff8b73,S173967153,20,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,33,33,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
08faff8b73__S173970660,08faff8b73,S173970660,88,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,37,37,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09060c8a40__S173965190,09060c8a40,S173965190,2,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,61,61,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09060c8a40__S173968501,09060c8a40,S173968501,13,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,4.0,0.0,0.0,72,72,NO,NO_CHANGE,NO,NO,OWN_OPINION
09060c8a40__S173970094,09060c8a40,S173970094,17,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,3.0,-3.0,3.0,77,77,YES,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09079783ac__S173962024,09079783ac,S173962024,75,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,136,136,NO,NO_CHANGE,NO,NO,OWN_OPINION
09079783ac__S173970772,09079783ac,S173970772,87,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,95,95,NO,NO_CHANGE,YES,NO,OWN_OPINION
090cc0b015__S173960713,090cc0b015,S173960713,54,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,48,48,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
090cc0b015__S173964557,090cc0b015,S173964557,76,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,42,42,NO,NO_CHANGE,YES,NO,OWN_OPINION
090cc0b015__S173969541,090cc0b015,S173969541,40,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,30,30,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
090e6bcce9__S173962126,090e6bcce9,S173962126,89,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,47,47,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
090e6bcce9__S173962665,090e6bcce9,S173962665,57,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,45,45,NO,NO_CHANGE,YES,NO,OWN_OPINION
090e6bcce9__S173969006,090e6bcce9,S173969006,62,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,53,53,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
0918d40b0d__S173963106,0918d40b0d,S173963106,27,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,43,43,YES,SOME_OTHER_WAY,YES,NO,FINAL_CONSENSUS
0918d40b0d__S173966101,0918d40b0d,S173966101,102,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,27,27,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
0918d40b0d__S173967899,0918d40b0d,S173967899,98,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,1.0,-1.0,1.0,35,35,NO,NO_CHANGE,NO,NO,OWN_OPINION
091ca9d14a__S173961749,091ca9d14a,S173961749,0,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,49,49,NO,NO_CHANGE,NO,NO,OWN_OPINION
091ca9d14a__S173963995,091ca9d14a,S173963995,80,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,2.0,-2.0,2.0,61,61,NO,NO_CHANGE,YES,NO,OWN_OPINION
091ca9d14a__S173967153,091ca9d14a,S173967153,20,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,2.0,-2.0,2.0,28,28,NO,NO_CHANGE,YES,NO,OWN_OPINION
092a7d710b__S173962862,092a7d710b,S173962862,63,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,81,81,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
092a7d710b__S173967078,092a7d710b,S173967078,97,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,137,137,NO,SOME_OTHER_WAY,YES,NO,FINAL_CONSENSUS
092a7d710b__S173967548,092a7d710b,S173967548,71,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,3.0,0.0,0.0,147,147,NO,NO_CHANGE,NO,NO,OWN_OPINION
0943407ed9__S173963630,0943407ed9,S173963630,38,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,58,58,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
0943407ed9__S173967960,0943407ed9,S173967960,14,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_NO_CRITIQUES,1,0,0,0,2.0,1.0,-1.0,1.0,99,99,NO,NO_CHANGE,YES,YES,OWN_OPINION
0943407ed9__S173970598,0943407ed9,S173970598,17,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,3.0,0.0,0.0,119,119,NO,CLOSER_TO_CONSENSUS,YES,YES,OWN_OPINION
0943eeeecb__S173962830,0943eeeecb,S173962830,75,TRAIN,MODEL_MEDIATOR,CITIZEN_JURY,1,0,0,0,4.0,2.0,-2.0,2.0,43,43,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
0943eeeecb__S173963787,0943eeeecb,S173963787,96,TRAIN,MODEL_MEDIATOR,CITIZEN_JURY,1,0,0,0,1.0,1.0,0.0,0.0,50,50,NO,NO_CHANGE,YES,NO,OWN_OPINION
0943eeeecb__S173966590,0943eeeecb,S173966590,88,TRAIN,MODEL_MEDIATOR,CITIZEN_JURY,1,0,0,0,4.0,2.0,-2.0,2.0,28,28,NO,NO_CHANGE,YES,NO,OWN_OPINION
095579f552__S173960682,095579f552,S173960682,34,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,6.0,-1.0,1.0,34,34,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
095579f552__S173962039,095579f552,S173962039,46,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,23,23,NO,NO_CHANGE,YES,NO,OWN_OPINION
095579f552__S173965297,095579f552,S173965297,54,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,6.0,2.0,2.0,29,29,NO,NO_CHANGE,YES,NO,OWN_OPINION
0967ff39da__S173963620,0967ff39da,S173963620,103,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,4.0,2.0,-2.0,2.0,70,70,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
0967ff39da__S173968851,0967ff39da,S173968851,96,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,6.0,7.0,1.0,1.0,73,73,NO,NO_CHANGE,NO,NO,OWN_OPINION
0967ff39da__S173970600,0967ff39da,S173970600,26,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,5.0,5.0,0.0,0.0,127,127,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
0967ff39da__S173971064,0967ff39da,S173971064,81,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,6.0,6.0,0.0,0.0,75,75,NO,NO_CHANGE,NO,NO,OWN_OPINION
09706a1327__S173965766,09706a1327,S173965766,100,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,59,59,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09706a1327__S173966711,09706a1327,S173966711,13,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,69,69,NO,NO_CHANGE,YES,NO,OWN_OPINION
09706a1327__S173970941,09706a1327,S173970941,41,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,3.0,0.0,0.0,55,55,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09773e3ba1__S173963598,09773e3ba1,S173963598,94,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,5.0,-2.0,2.0,84,84,NO,NO_CHANGE,YES,NO,OWN_OPINION
09773e3ba1__S173966053,09773e3ba1,S173966053,69,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,75,75,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09773e3ba1__S173967970,09773e3ba1,S173967970,5,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,89,89,NO,NO_CHANGE,NO,NO,OWN_OPINION
09868e29d3__S173960895,09868e29d3,S173960895,72,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,18,18,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09868e29d3__S173963105,09868e29d3,S173963105,94,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,14,14,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09868e29d3__S173966305,09868e29d3,S173966305,67,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,21,21,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
0999e47fc8__S173964292,0999e47fc8,S173964292,103,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,104,104,NO,NO_CHANGE,YES,NO,OWN_OPINION
0999e47fc8__S173967750,0999e47fc8,S173967750,20,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,7.0,2.0,2.0,152,152,NO,NO_CHANGE,YES,NO,OWN_OPINION
0999e47fc8__S173970942,0999e47fc8,S173970942,32,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_NO_CRITIQUES,1,0,0,0,2.0,2.0,0.0,0.0,93,93,NO,NO_CHANGE,NO,NO,OWN_OPINION
099de4a568__S173963469,099de4a568,S173963469,91,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,61,61,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
099de4a568__S173966952,099de4a568,S173966952,42,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,62,62,NO,NO_CHANGE,YES,NO,OWN_OPINION
09a36fe5f5__S173964047,09a36fe5f5,S173964047,101,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,5.0,1.0,1.0,18,18,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
09a36fe5f5__S173964563,09a36fe5f5,S173964563,56,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,18,18,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
09a36fe5f5__S173966576,09a36fe5f5,S173966576,4,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,56,56,NO,SOME_OTHER_WAY,NO,NO,FINAL_CONSENSUS
09a46a75d4__S173962084,09a46a75d4,S173962084,27,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,68,68,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09a46a75d4__S173965220,09a46a75d4,S173965220,53,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,38,38,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09a46a75d4__S173968213,09a46a75d4,S173968213,3,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,59,59,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09a5824787__S173963785,09a5824787,S173963785,78,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,6.0,1.0,1.0,50,50,NO,NO_CHANGE,NO,NO,OWN_OPINION
09a5824787__S173965193,09a5824787,S173965193,26,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,2.0,1.0,-1.0,1.0,57,57,NO,NO_CHANGE,NO,NO,OWN_OPINION
09a5824787__S173969310,09a5824787,S173969310,86,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,5.0,0.0,0.0,34,34,NO,NO_CHANGE,NO,NO,OWN_OPINION
09a87598ce__S173962358,09a87598ce,S173962358,71,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,64,64,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09a87598ce__S173966108,09a87598ce,S173966108,104,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,67,67,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09a87598ce__S173966921,09a87598ce,S173966921,6,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,2.0,-5.0,5.0,68,68,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09b7ab1ed2__S173960276,09b7ab1ed2,S173960276,21,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,3.0,3.0,0.0,0.0,85,85,NO,NO_CHANGE,YES,NO,OWN_OPINION
09b7ab1ed2__S173962862,09b7ab1ed2,S173962862,63,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,4.0,5.0,1.0,1.0,46,46,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09b7ab1ed2__S173968407,09b7ab1ed2,S173968407,62,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,3.0,3.0,0.0,0.0,60,60,NO,NO_CHANGE,YES,NO,OWN_OPINION
09b7ab1ed2__S173969427,09b7ab1ed2,S173969427,47,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,5.0,5.0,0.0,0.0,56,56,NO,NO_CHANGE,YES,NO,OWN_OPINION
09ba2c586e__S173960210,09ba2c586e,S173960210,99,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,146,146,NO,CLOSER_TO_CONSENSUS,NO,NO,OWN_OPINION
09ba2c586e__S173961470,09ba2c586e,S173961470,11,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,116,116,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09ba2c586e__S173966214,09ba2c586e,S173966214,16,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,2.0,-4.0,4.0,94,94,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
09bab28e3a__S173964033,09bab28e3a,S173964033,95,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,4.0,0.0,0.0,30,30,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
09bab28e3a__S173964651,09bab28e3a,S173964651,23,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,71,71,NO,NO_CHANGE,YES,NO,OWN_OPINION
09bab28e3a__S173965005,09bab28e3a,S173965005,50,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,108,108,YES,SOME_OTHER_WAY,NO,NO,OWN_OPINION
09c57d4b39__S173961471,09c57d4b39,S173961471,48,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,7.0,2.0,2.0,74,74,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
09c57d4b39__S173965051,09c57d4b39,S173965051,4,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,6.0,4.0,4.0,124,124,NO,CLOSER_TO_CONSENSUS,NO,NO,OWN_OPINION
09c57d4b39__S173966482,09c57d4b39,S173966482,25,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,6.0,3.0,3.0,99,99,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
